Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	1_01	1_02	1_03	1_04	1_05	1_06	1_07	1_08	1_09	1_10	1_11	1_12	1_13	1_14	1_15	1_16	1_17	1_18	1_19	1_20	1_21	1_22	1_23	1_24	1_25	1_26	1_27	1_28	1_29	1_30	1_31	1_32	1_33	1_34	1_35	1_36	1_37	1_38	1_39	1_40	2_01	2_02	2_03	2_04	2_05	2_06	2_07	2_08	2_09	2_10	2_11	2_12	2_13	2_14	2_15	2_16	2_17	2_18	2_19	2_20	2_21	2_22	2_23	2_24	2_25	2_26	2_27	2_28	2_29	2_30	2_31	2_32	2_33	2_34	2_35	2_36	2_37	2_38	2_39	2_40	3_01	3_02	3_03	3_04	3_05	3_06	3_07	3_08	3_09	3_10	3_11	3_12	3_13	3_14	3_15	3_16	3_17	3_18	3_19	3_20	3_21	3_22	3_23	3_24	3_25	3_26	3_27	3_28	3_29	3_30	3_31	3_32	3_33	3_34	3_35	3_36	3_37	3_38	3_39	3_40	4_01	4_02	4_03	4_04	4_05	4_06	4_07	4_08	4_09	4_10	4_11	4_12	4_13	4_14	4_15	4_16	4_17	4_18	4_19	4_20	4_21	4_22	4_23	4_24	4_25	4_26	4_27	4_28	4_29	4_30	4_31	4_32	4_33	4_34	4_35	4_36	4_37	4_38	4_39	4_40	5_01	5_02	5_03	5_04	5_05	5_06	5_07	5_08	5_09	5_10	5_11	5_12	5_13	5_14	5_15	5_16	5_17	5_18	5_19	5_20	5_21	5_22	5_23	5_24	5_25	5_26	5_27	5_28	5_29	5_30	5_31	5_32	5_33	5_34	5_35	5_36	5_37	5_38	5_39	5_40	6_1	6_2	6_3	6_4	6_5	6_6	6_7	6_8	6_9	6_10	6_11	6_12	6_13	6_14	6_15	6_16	6_17	6_18	6_19	6_20	6_21	6_22	6_23	6_24	6_25	6_26	6_27	6_28	6_29	6_30	6_31	6_32	6_33	6_34	6_35	6_36	6_37	6_38	6_39	6_40	7_1	7_2	7_3	7_4	7_5	7_6	7_7	7_8	7_9	7_10	7_11	7_12	7_13	7_14	7_15	7_16	7_17	7_18	7_19	7_20	7_21	7_22	7_23	7_24	7_25	7_26	7_27	7_28	7_29	7_30	7_31	7_32	7_33	7_34	7_35	7_36	7_37	7_38	7_39	7_40	8_1	8_2	8_3	8_4	8_5	8_6	8_7	8_8	8_9	8_10	8_11	8_12	8_13	8_14	8_15	8_16	8_17	8_18	8_19	8_20	8_21	8_22	8_23	8_24	8_25	8_26	8_27	8_28	8_29	8_30	8_31	8_32	8_33	8_34	8_35	8_36	8_37	8_38	8_39	8_40	9_1	9_2	9_3	9_4	9_5	9_6	9_7	9_8	9_9	9_10	9_11	9_12	9_13	9_14	9_15	9_16	9_17	9_18	9_19	9_20	9_21	9_22	9_23	9_24	9_25	9_26	9_27	9_28	9_29	9_30	9_31	9_32	9_33	9_34	9_35	9_36	9_37	9_38	9_39	9_40	10_1	10_2	10_3	10_4	10_5	10_6	10_7	10_8	10_9	10_10	10_11	10_12	10_13	10_14	10_15	10_16	10_17	10_18	10_19	10_20	10_21	10_22	10_23	10_24	10_25	10_26	10_27	10_28	10_29	10_30	10_31	10_32	10_33	10_34	10_35	10_36	10_37	10_38	10_39	10_40
A0A7M7FZY1	A0A7M7FZY1	A0A7M7FZY1_APIME	726279	Uncharacterized protein											1446.03																																								3406.59	8126.57																																						2732.24		7518.13																																										16626		941.501																																		3330.06		3370.59	5710.23	9850.58	5345.3							432.253																																	2442.49	4964.3	6607.32	6032.31	3247.54																																																																																																																	2508.81	7600.37	20985.2																																						2784.37																												
A0A7M7G001	A0A7M7G001	A0A7M7G001_APIME	726359	Protein SMG8																					773.888																																								1557.53	1231.29																																						321.76			798.256																																								1921.19																																							1379.83	1848.12	1473.6																																									564.018	1249.52	1083.02																																				1773.23	1488.64																																																																													547.499																																										2022.45	1378.81																
A0A7M7G020;A0A7M7GXC6;A0A7M7LSL1	A0A7M7G020;A0A7M7GXC6;A0A7M7LSL1	A0A7M7G020_APIME;A0A7M7GXC6_APIME;A0A7M7LSL1_APIME	726833	Uncharacterized protein																							7645.17	14009.2	5989.4				5256.06	34465.7	22390.9		5116.18	9333.7		8185.15	8286.31	8985.68		4621.24																					1795.52	7604.17	20576.3	25268.6	5573.61				8970.55	30501.6	42796.7	21581.6	12243.6	9754.23		8694.58		13094.5	3611.95	5009.91																						2547.84	18317.2	17842.6						7318.82	13686.4		16132.4		16646.9	12269.7	19410.1	19579.7		9396																								6978.26	30300.6	43160						9055.68	11978.1	9769.61	19543.7	13331.3	19767.3	6987.41	9342.96	15997.1												2147.82			4077.68								2932.03	20880.2	28217	7040.25					9028.36	10519.8	13282.4	12696.2	14225.8	9649.67	17706.6	20698.9	17607.4	15765.1			4802.35																							3078.75	16136.8	48404.2	20173.5	7995.18				16952.5	42931.1	31841	13775.1	18749.2	13866.4	15847.5																								3654.87	12067.2	13691.9								9941.35	16387.1	19473.6	6080.63		21296.8	23182.9																								5132.77	15046.3	19277.3						28906.9	47804.6	17418.3	25950.7		22581.1		17615.1	13172.1						10176.3																	1984.55	10626.8	22368.2	7121.53					5435.2	10369.1	4753.63	10281.4	19475.4	6967.5	17606.9	17679.5	17434	23097.2																		3238.26						10709.8	23482.2	15650.6	4732.63				6370.39	42083.2	38825.8	49346.3	22057.7	26930.3	21910	5487.63	10053.8	15508.7
A0A7M7G070	A0A7M7G070	A0A7M7G070_APIME	726439	Uncharacterized protein	15067.3		6952.74		10157.4	13244.7	9288.5	5525.91	4731.34																						17760.2						10774.1				21272.7	11432	7171.99		40136.6				2174.85	1771.4		2635.82																													32440.8		19101.5	16178.6	14070	14853.1		12119.1	6074.66	5345.23	3657.95																														37941.1		26081.7																																						19404	16823.2	11650.5	5432.97		9989.27	5750.33	3756.36	3376.03												1876.72																				122068	88715.8	68507.8	43232.1	24509	20763.1			102280				7022.7	3949.82																											22315.7	13722.9	29337.5			23704.1																																			28474.5	15438.3																													16415.1										37318.7	24050.9									11721.6																														18833.3		81317				13959																								12424.2									
A0A7M7G073	A0A7M7GQE1;A0A7M7G073;A0A7M7K4F2;A0A7M7K6X2	A0A7M7G073_APIME	727249	Protein kinase domain-containing protein																					2733.01																																						789.359	1051.96	4702.89	5326.42	2183.94	2360.13					16316.8																															1054.92	3206.31	3878.25	1742.81													11699.6																										883.009	4720.21	6079.7	5081.29	3326.48	3253.1				36401.3	26603.2		13623.4	15406.6			8753.43																						1197.38	1659.91	3955.32	7188.7	4307.56	2303.44																																						760.608		2292.7	4942	4369.04	2182.54	1206.98														21872.8																				4092.16	5767.27	3135.07	3569.05																																					3734.73	2919.1																																						2196.24	4881.45	3393.08																																						2857.61	3013.66	2637.49						29843.8										
A0A7M7G092	A0A7M7G092	A0A7M7G092_APIME		Amino_oxidase domain-containing protein																																																											948.457	3975.64	2474.14																																							1432.5																																										3144.88	2613.67																																						3975.13	2236.81	2275.63																																										794.593					2495.41																																																																																																																																																																										
A0A7M7G0B0;A0A7M7GTR1	A0A7M7G0B0;A0A7M7M3W8;A0A7M7GTR1;A0A7M7GVK4;A0A7M7GT29	A0A7M7G0B0_APIME;A0A7M7GTR1_APIME	726924	BSD domain-containing protein																									5976.22	7070.7																																						12864.6	32728.8					17777.6	19689.4	20635.6	12202.3	12329.5		16163.6		9206.54	13248.6	8827.13																								6931.78	18739.5								9260.48			3826.54																														7717.62		9439.45						10269.5	14913.9		8532.86	4581.66	4519.41	10876.8																									2696.61	8336.9							15576	10793.4	14892.2	5684.22	7893.14	5276.98	8077.23	6211.66																5806.27												4171.92	22831.2	34600.6	18149		15779.4			12668.1						15824																									16812.6												5052.79																											7851.13	33900.6	21732.3					18453.3	9755.55	28536.8		27143.3		13146.4																											21146.2	6685.82						15320.8				5616.04											4713.73																		21179.2	24645	13734.5	6343.48			12859.3	12361.6			16099.8	20553.7	19136.3	7664.44	18433.2
A0A7M7G0E1	A0A7M7G0E1;A0A7M7MQV8	A0A7M7G0E1_APIME		Cytidine deaminase										2284.36							34104	1267.8		3265.99	10244.5	6356.18	2628.38	1457.05																																4706.51				4335.88	14677.7	10735.6	3979.56	4290.65	3733.21													17253.3														4499.77			9762.32					4184.75	6183.6	4463.83	3172.49	2448.72	2005.8											25133.5																										5062.73	14116.2	9543.6	2861.6	1934.78																				6463.59															2920.13	8073.8	8994.27	3307.24	2357.63												2810.9	3566.94	7414.87	4805.34																								2252.31	11952.6	19773	6511.06	2071.73	3123.2	2304.05	1931.12		8258.82			7559.52			5374.49																							2852.15	4839.03	3296.75	2937.58	5723.8	5156.15																																			2618.8	4498.52	3161.27	3267.99	6101.12													5214.47	5865.56																					4915.94	6925.57	10514	3267.63	1752.59	1613.14	416.96																																		1561.56	8028.96	12564.1	3987.12	2105.7	1429.9			4163.37											
A0A7M7G0E4	A0A7M7G0E4;A0A7M7GKR7;A0A7M7GSK1;A0A7M7GJJ0	A0A7M7G0E4_APIME		Uncharacterized protein									25959.4	1839.35		4424.79	11266.7	18589.1	10964.5	3425.91	2606.09	1862.81																																	2249.15	3392.65	15353.3	21935.8	10426.9	3005.26	3672.69			1715.62									8035.97																							3360.4	14984.7	21024	7075.43	3379.05	1315.99			929.476																																		8435.73		9046.07	17874.1	2187.26																															5754.84				3089.42	9902.4	22210.6	11313.7	2745.36	1196.99	1557.83														10845.8																			7129.92	10833.9		6567.38	4075.83	16361.2	35849.4	27734.9	7040.13	2843.12		682.067	545.278		462.965																								18843.8				5873.17	25497.6	17544.1	8180.61																																					10789.7	26792.2	19063	5260.77																														32010.2	46901.1		136712				15791.9	33350.3	13528.8	3257.5	2230.89	2134.34		1864.21																																	12980.6	30037.2	14455.2	3739.23	1782.96	2027.39		1273.91					3347.72														
A0A7M7G0F9;A0A7M7IFW4	A0A7M7IFW4;A0A7M7G0F9;A0A7M7GS71	A0A7M7G0F9_APIME;A0A7M7IFW4_APIME		Uncharacterized protein																								2883.65	6957.84	6473.26	6339.63																																	1216.52	2550.97	1731.84	1531.04	6224.97	6945.62	10152.7	6814.68	3869.29	2915.75																								2584.85	2940.26	1441.7	1369.82	1200.19		1470.85	480.358		1329.55	2319.79	7869.98	8366.35	1823.21																																1178.06				1542.06	3911.73	5668.25	2770.56	6465.38		3868.43	2450.44			3062.59																					2579.91	1491.44						985.307	2540.14	4662.99	4209.46	1906.55	4528.25	7340.09	2912.25																																		1780.44			1187.87	1128.91	1591.83	1925.8	3351.88	6864.01	7385.18	4629.63		3742.56																																1884.91	3627.75	5509.99																																					3802.43		4638.48	9507.2	5376.61																		10886.6																1102.69			2683.12	3595.02																																					2197.75		2263.38	4779.18	2240.94													
A0A7M7G0I9	A0A7M7G0I9	A0A7M7G0I9_APIME	409150	Uncharacterized protein	4233.69										2694.48																	29708.4	253054	338772	149679	37798.5	46936	71387.3	61461.8	54133.1	39762.1	47992.2	35753.2	41723.7					3280.15				1922.94		1053.79	1329.09			1650.04	1939.47	2436.34	954.669	1703.76	3131.2	2360.57	1185.23	647.553	2936.38	5911.37	11562.2	24791.7	260556	272695	543024	308394	187597	22430.2	163417		117726		121886	138074	120958				2882.19					1101.31										893.401	2253.28	748.993	1235.46		1536.16	3078.58		6833.91	34105.1		172657	121590	69051.1	69780.8		74567.9	104042	43245.4	56582.7		62177.7																				538.332	796.117	1807.62	1236.16	859.2	1168.84		4419.08	3001.11	4229.79	19949.9	369507	589393	241836	102850	129178	149551	105537	52247.2	87297.8	85724.7							3106.21	4020.85	4375.64	2324.7	1565.19	1159.96	1984.63	1869.57	2458.32	825.538	948.005	862.787	746.773	1778.58	4517.71	5066.42	2528.78	3343.57	3896.97	4321.69	4545.94	6303.81		54042.2	281815	183584	111274	95810.8	88235.1	78035.1	75050.8	65799.7	73051.2	54814.2												23120.6											299.612	310.901	289.993	204.755							56585.6	165919	62145.6	33541.2	37025	20237.6	19588.8	21679.3									4633.23						8150.7						1498.8	2777.45	2475.27	2163.89				6184.08	6332.33	19592	200083	673025	446708	175977	186578	156794	66929.3		97599.3	136913					8208.08												1243.28	2348.01	2403.25	1139.6	2009.66	2300.12	1614.57					6051.42	8203.96	192889	797909	532887	338475	123480	269635	104513	177132	106429	113767	90771.2																					1211.04								10312.7	121104	250869	104616	26139.4	56835.2	58018.2	52865.5	58234.3	62827.8	61749.8	61632.4																	362.777	383.448			989.069	740.008						1597.1	3704.95	251230	630719	391324	249151	226461	154463	139445	126985	39564.7	71286	81673.8
A0A7M7G0W8	A0A7M7G0W8	A0A7M7G0W8_APIME	725102	Uncharacterized protein												1320.83				1751.65	1290.05	2055.95	3312.87	3801.3	2378.28	1322.4																																	2475.04	3230.74	8935.47	6091.19	3019.14	2906.74	2138.99		2107.22																													2164.92	2734.89	2997.35	3344.6	4169.05	7761.27	9072.76	4362.84	5797.01											4472.6																						2742.29			1569.25		4266.13		10893.1	6208.95	2858.61	2334.89																														3505.45	1874.36	2589.7	2249.15	1972.85	5619.15	10823.6	5141.33	4224.09	2756.57	2450.13																																3676.57			2298.59	1874.85	2018.62	2968.1	3967.97	4383.69	4778.16	3066.36	1928.7																														3690.78	2369.88	5182.72	7168.83	9249.04	5695.26	4096.22																																3076.58				4636.28	5007	7245.72			2764.9																																2353.87		1528.88	4512.59	6486.86	4327.69	5459.78	3889.49																																			1983.25	2645.47	4855.01	3024.84	3043.58	1342.82	1725.61																	
A0A7M7G1K4	A0A7M7G1K4	A0A7M7G1K4_APIME		Uncharacterized protein	67331.3	60946.4	87017.3	90266.7	74083.2	66629.2	53805.5	48807.9	49861.2	52399.6	76903.9	50475.5	41388.3	37496.6	34355.6	35597.9	16676.7	14914.9	9540.64	16225.3	16259.1	21744.5	39733.2	56060.4	445358	1.09E+06	2.35E+06	4.59E+06	2.57E+06	1.51E+06	1.17E+06	498181	638668	931583	971187	1.06E+06	809693	733896	817862	1.02E+06	43622.7	46133.2	37928.3	40136.4	46180.1	26400.8	21312.7	22368.8	15997.5	16351.5	18625.5	15396.5	12531.5	14418.3	12255	6869.3	6313.02	5553.52	9228.96	17733.2	19986.7	20343.2	34549.4	323869	661617	722972	2.74E+06	3.41E+06	1.12E+06	1.86E+06	1.18E+06	817086	684353	766968	374043	735985	1.04E+06	457654	477382	613497	156647	133563	161650	155346	92560.7	119274	54724.3	80405.4	79706.9	87855.2	77035.9	79462.6	68686.4	70586.9	56721.7	34982.3	27470.3	26657.6	29325.1	38538.8	19479.8	45722	157990	802956	1.90E+06	2.03E+06	3.19E+06	8.55E+06	6.53E+06	3.96E+06	3.77E+06	995961	2.62E+06	2.17E+06	1.32E+06	1.35E+06	2.40E+06	1.70E+06	1.41E+06	2.36E+06	111114		58099.6	98904.1	140656	1.62E+06		58015	60402.3	48583.4	1.89E+06	46426.6	51816.6	55502.6		35441	20719.4	14385.7	13568.8	8620.67	14102.2	14802.6	16643	27721.2	61573.8	332223	195479	1.05E+06	2.46E+06	5.18E+06	6.64E+06	3.88E+06	1.78E+06	1.32E+06	1.11E+06	1.20E+06	1.48E+06	955788	1.40E+06	1.40E+06	69889.3	65362.1	72197.2	95896.3	76671.1	66925	48457.7	37880.3	41485.9	41991.8	27983.6	29990.2	34283.4	29051.9	32813.6	24741.1	16185.2	13219.6	13769.2	12883.7	24356.4	26578.8	34058.7	71813.1	393528	1.36E+06	1.77E+06	3.02E+06	6.30E+06	7.07E+06	5.63E+06	3.32E+06	2.21E+06	2.24E+06	1.86E+06	2.81E+06	1.99E+06	1.69E+06	1.94E+06	1.81E+06	92859.6	108911	74803.3	66378.3	58134.2	54015.6	63003.4	102718	96113.2	64740.5	30046.9	31564.1	22365	19965.2	21180	23665.7	23207.2	15675.3	15040.5	12154.9	7094.62	5109.2	3793.3	5299.69	9055.31	14166.5	20105.7	56988.1	152207	307991	814584	179918	2.51E+06	951947	559777	411655	394192	509456	555904	650843	40009.9	44804.2	153601	38692.1	27656	20641.6		17600.1	13856.9	13171.1	10636.3	14647.8	16481.4	16078.1	12725	14372	11518.2	10107.9	10479.3	10976.8	11899.1	13937.7	13117.4	16725.8	30030.9	125666	487020	1.24E+06	2.93E+06	3.47E+06	7.26E+06	3.17E+06	3.13E+06	2.47E+06	1.85E+06	2.07E+06	1.15E+06	1.42E+06	1.56E+06	1.20E+06	34825.6	58031.8	64890.4	25498	53081.6	22213.3	8302.02	19994	9131.24	8804.73	10877.9	4448.82	8344.11	6787.84	5184.1	8501.5	4762.86	2636.39	2212.98	5214.9	6149.62	9433.38	7222.13	10444.7	20572.3	95171.5	496991	827917	1.17E+06	1.62E+06	1.12E+06	806928	525384	202554	294220	348178	521644	427296	337490	313693	48401.9	56963.6		58459	111340	82582.4	52418.8	33655.7	40755	37608.5	41833.1	52439.1	146172	36769.6	128650	41587.7	29558.2	19217.8	27735.5	11303.8	30583.3	24189.4	32990.4	72641.9	235972	960412	596228	2.88E+06	8.55E+06	6.74E+06	5.75E+06	3.05E+06	2.16E+06	2.85E+06	1.13E+06	3.82E+06	1.66E+06	2.09E+06	1.96E+06	1.45E+06	60461	64751.8	58090.2	78971.1	97557.1	61132.3	37310.2	32623.5	34632.9	29037.5	28039.9	29544.9	30396	24806	32720.1	18314.1	16008	11511.9	8987.37	8526.23	12697.8	11786.2	16727.3	30140.3	84460.9	448720	471061	914617	1.83E+06	7.02E+06	3.73E+06	1.56E+06	1.15E+06	1.18E+06	916520	1.60E+06	1.55E+06	611418	1.14E+06	1.15E+06
A0A7M7G1N6	A0A7M7G1N6	A0A7M7G1N6_APIME	724386	ML domain-containing protein	164015	136648	203482	257678	354442	211389	283007	130302	136053	122782	245235	123634	89911.9	87565.3	111506	99423.1	40470.5	42820.5	21700.6	26416.5	37460.6	82985.8	130596	183050	983331	3.16E+06	209802	4.68E+06	3.51E+06	3.40E+06	2.91E+06	2.20E+06	2.20E+06	1.99E+06	2.28E+06	1.22E+06	882220	1.07E+06	1.03E+06	1.30E+06	182363	215508	153413	144070	200244	115812	82115.2	79363.7	58887.7	63962.8	80115.6	72549.4	77037.2	83683.9	64986.2	32220.1	32391.9	20445.8	23934.7	37234.2	48748	100134	174677	514868	1.25E+06	2.86E+06	357413	9.36E+06	2.91E+06	5.39E+06	4.38E+06	4.08E+06	3.19E+06	2.59E+06	2.54E+07	2.16E+06	3.59E+06	3.32E+06	2.41E+06	3.37E+06	299056	668457	316214	328543	171379	202691	280602	295589	129107	152747	140129	129783	154992	158843	109109	75078.7	56630.6	47510.8	68518	54865.1	30516.4	157945	333192	641608	1.73E+06	7.38E+06	7.66E+06	1.87E+07	4.08E+06	4.68E+06	4.51E+06	9.28E+06	3.60E+06	5.89E+06	2.10E+06	1.84E+06	1.79E+06	1.22E+06	4.42E+06	1.17E+06	172146		264830	275119	415725	597852	314026	174568	163847	143626	1.60E+06	142386	220665	102470	308356	89001.9	15734.1	40307	56741.2	32036.8	45016.6	47546.3	54784	101623	224384	440152	67963.7	5.16E+06	4.85E+06	6.11E+06	7.32E+06	4.04E+06	4.35E+06	2.31E+06	2.84E+06	1.76E+06	1.49E+06	1.66E+06	1.14E+06	1.43E+06	186408	220610	190101	251849	174371	225079	147699	84372	80036.6	95242.4	77000.8	87776.5	104810	114285	135680	103465	63614.4	35206.5	37022.5	32129.2	47922.2	62404.4	116734	246587	487807	881994	121265	4.95E+06	656712	5.47E+06	4.70E+06	4.01E+06	3.85E+06	3.76E+06	4.10E+06	3.35E+06	1.99E+06	2.09E+06	1.45E+06	1.21E+06	372150	415047	205935	173991	194540	166276	274474	521421	515841	256666	141933	124668	90057.8	107397	98515	78655.8	86578.7	79641.7	70480.7	43460.5	27605.9	20716.4	14548.1	17391.8	11736.9	40574.6	103630	143720	309796	1.33E+06	2.57E+06	5.90E+06	3.08E+06	2.96E+06	1.66E+06	1.20E+06	798635	587709	503090	573869	131294	147471	1.17E+06	168916	112497	99947.6	152215	67424.5	75872.4	51967.8	68089.9	55240	105229	125683	101197	144196	118416	102112	92791.8	98893.4	77732.2	99925.9	112464	199130	612831	890529	2.16E+06	7.07E+06	1.40E+07	1.21E+07	7.33E+06	9.91E+06	9.06E+06	6.86E+06	6.47E+06	4.14E+06	6.33E+06	1.76E+07	3.60E+06	2.80E+06	140147	406585	258660	118753	287196	118275	43977.8	70068.2	33013.6	53377.6	31486.6	28006.7	30725.2	32196.1	31383.9	59945.2	26168.1	17438	14608.9	14164.8	16421	38974.7	49631.3	75524	160069	384684	2.41E+06	7.44E+06	4.93E+06	6.88E+06	5.74E+06	4.65E+06	4.29E+06	2.75E+06	1.54E+06	1.70E+06	1.36E+06	1.72E+06	784365	959081	99841.3	118323		332757	262765	251923	166134	122622	134636	137868	133947	165283	242939	100969	269985	107747	83260.2	35771.5	103932	34324.4	73508	113182	172782	165789	373693	920341	1.56E+06	3.86E+06	4.79E+06	3.56E+06	2.89E+06	3.01E+06	1.58E+06	1.81E+06	1.52E+06	1.52E+06	1.62E+06	1.37E+06	1.09E+06	1.58E+06	90814.1	126478	159184	477602	478293	393612	132099	124606	121280	108141	61870.1	98379.8	90435.4	75781.9	122264	68062.7	66331.9	44197.4	21743.4	34045.8	45875.2	42155.5	69226.8	167196	219138	552094	1.17E+06	2.57E+06	1.93E+06	4.45E+06	4.93E+06	3.45E+06	1.45E+06	1.19E+06	606695	676895	1.58E+06	2.47E+06	555792	481246
A0A7M7G1Q2	A0A7M7G1Q2	A0A7M7G1Q2_APIME		"39S ribosomal protein L50, mitochondrial"	8554.46																																								4705.34																	379.82																																																																																																							4107.74																				4948.81																				52936	25673.3	16368.5	18172																																																																																																																																												1622.58																																																								
A0A7M7G1R7	A0A7M7G1R7	A0A7M7G1R7_APIME	725274	Uncharacterized protein											1867.74	1168.56	1487.14	3426.54	1737.28	1192.42	2402.94	6647.61	6331.27	3704.78	1813.84	646.326	1087.23	3468.48													6868.82					16481.7	6410.74					3379.8	3216.62	3078.91	2372.29	3993.28	4813.27	5752.58	2645.54	1581.77	6063.62	11344.1	6198.7	3369.9	2428.95	1921.54	1522.19	1097.58						39436.9	30460.3	28481.3	13812	14943.2		16523.8		14728.4	11793.9	8066.02	7547.22		7949.48			3233.24		2750.63	1494.49	2020.5	1675.28	2221.17	2590.08	2582.53	2004.75	1836.14	5707.88	10868.4	5928.69	3684.6	2033.92	2304.57	1074.55										22557.5		12557.6	9572.14	28051.4															3086.99		2322.95		2361.07		2288.84		4335.65	5423.27	2746.34	1605.83	649.959	1109.51	866.985							14280.7	5916.75	12890.1	22918.6		3226.62	6541.65	14140.2					3369.47		2461.23	4164.55	3987.9	2446.01	2049.47	2488.97	3388.4	4697.13	4824.83	2957.48	1594.01	3243.1	10457.8	3355.4	5116.12	2186.36	2383.1	3105.82	1330.26	2722.75	5456.49			3280.26		10966.2	10083	11144.4	14276.5	18056.2	14866	17663.7	16459.8	11854.9																	2915.71	5301.51	3469.95	1723.01	2069.26	3695.27	5448.98	3788.22	1888.46	923.693	533.179						4701.35	11116.9	11136	7512.77		4757.09	5819.4	8042.18	6837.46							3050.49	3901.53				3162.05		4984.9			7037.27	3624.83	2463.29	4114.58														9711.22		4850.9		8213.71	8180.97														5546.34					4907.31	6523.33												29885.6	26123.3		17890.8	20892.4	21318.5			18823.3								5365.77	4826.95					3125.69	3067.9		1114.29	1573.11	6529.45	4286.16	4605.72						2396.43						3029.55				8821.49	9169.51	8145.5														809.786	3033.56	1811.24		1688.46	1795.52	3605.58	6321.19	5602.57	1881.18	779.914				1551.87					28980.9	21981.9	49299.9	28801.4	26826.3	36840.2	5938.1	16882.2	19187.1
